GPU time: 12725.382s for 4571
building_id,mean,std,%>18,%<15
23588,14.9105,6.3041,34.8,52.4
2359,16.8001,6.9637,49.6,41.6
23592,12.4833,6.9004,26.1,66.3
23593,15.0935,7.2063,41.7,49.0
23594,16.1842,6.9055,46.8,43.6
2361,14.9394,7.5260,42.0,50.6
2362,13.9942,6.9690,33.9,56.7
2363,14.7988,7.1923,39.8,50.9
2364,15.5512,7.1206,43.7,46.8
2365,14.7746,6.9533,38.8,51.6
2366,15.1115,7.3014,41.5,49.5
23674,14.2407,7.0557,35.3,54.6
23676,14.5044,7.3897,38.5,53.8
2368,15.3880,7.3369,43.5,47.6
2369,12.1283,6.9831,25.4,67.7
2371,14.1920,6.7354,34.7,55.2
23711,10.4068,6.6584,18.8,75.5
23712,10.2813,6.6746,18.5,76.0
23713,14.7751,7.3230,39.8,52.7
23714,14.0996,7.1406,36.7,55.3
23716,14.5469,7.2255,39.5,52.7
23717,14.4076,7.2688,37.5,54.6
23718,13.6294,7.6816,35.6,58.5
23720,13.1481,7.2430,31.4,61.0
2376,15.4863,6.5415,42.8,46.2
23768,16.5135,7.0272,48.9,42.2
23769,17.3414,6.9616,54.5,37.1
2377,13.3266,7.0746,31.9,59.9
23770,17.3029,6.9712,54.3,37.3
23797,14.9579,7.7679,42.4,51.2
23799,12.4590,7.0482,28.1,64.7
2381,11.3940,6.3519,20.2,71.8
2382,10.6735,6.0141,16.6,76.5
2383,10.7597,6.1560,17.6,75.6
2384,10.7813,6.1364,17.5,75.4
2385,11.4226,6.3686,20.4,71.4
2386,10.7556,6.1934,17.7,75.7
23865,12.6471,6.5829,26.6,64.9
2387,10.7774,6.1784,17.7,75.6
23871,14.7694,6.6583,37.5,52.0
2388,10.5974,5.9963,16.0,76.9
23887,12.7830,6.5508,26.9,64.5
2389,18.1556,6.7230,58.9,32.9
23901,12.6747,6.5780,26.7,64.9
2398,17.0181,6.3040,52.8,36.0
2401,19.0446,6.7625,66.3,27.4
24031,12.9182,6.5580,27.2,64.0
24033,12.4329,6.5391,25.2,66.6
2404,17.1546,6.2933,53.9,34.7
24042,12.3007,6.8068,25.4,67.4
24062,15.8748,7.0820,44.8,46.3
24083,17.1416,6.9628,52.9,38.2
24097,15.4698,6.9779,42.8,47.9
2410,18.9263,6.3758,65.3,27.1
24114,15.5245,6.9903,43.3,47.5
24131,17.2756,6.9038,54.2,36.9
24140,16.1281,6.9838,45.6,44.9
24143,16.0624,7.0294,45.4,45.1
24145,16.1541,6.9856,45.7,44.9
24153,15.0023,6.8384,39.1,50.4
24154,14.8893,6.8030,38.2,51.5
24155,14.8433,6.8195,38.0,51.8
2416,16.8104,6.8254,51.2,39.6
24173,15.0189,6.7734,38.7,50.4
24175,14.9270,6.8064,38.4,51.1
24177,15.5781,6.6855,41.9,47.0
2419,17.6744,6.6767,55.3,36.1
24199,15.0951,6.8629,40.2,50.1
24202,14.7397,6.7399,37.5,52.6
24204,15.2557,6.7525,40.8,49.2
24206,10.6334,6.0206,16.4,77.4
2422,16.6034,6.5890,49.8,40.0
24227,17.7484,6.6650,57.7,33.6
24240,15.0200,7.2290,40.0,51.7
24242,15.5849,7.1322,43.1,48.0
2425,16.3661,6.1882,47.3,40.7
24263,13.5239,8.1430,37.6,56.6
24264,13.7283,8.0144,37.8,56.4
2428,18.2654,6.8326,61.9,31.0
24288,11.2188,6.5332,21.4,71.3
24292,11.2465,6.5400,21.6,71.0
24301,14.8971,7.0790,39.9,50.2
24303,14.4075,6.7647,36.5,52.9
24313,15.4475,6.7186,42.1,47.5
24332,14.6642,6.9687,36.9,53.8
24334,13.4990,7.0407,31.2,60.4
24336,13.8331,7.0888,33.3,58.0
2434,15.1817,6.8866,41.3,48.6
24352,16.3915,6.9793,48.7,42.2
24363,16.0447,6.8460,47.3,42.6
24364,16.2622,7.0552,48.4,42.1
24365,12.4896,6.0899,22.6,67.6
24369,11.5878,6.8030,24.0,67.9
2437,18.0541,6.2114,59.3,30.2
24386,12.3551,7.1964,27.2,66.6
24395,14.1526,5.9058,30.3,55.9
2440,16.7362,6.7152,51.4,38.3
24413,14.6356,6.3505,35.4,53.5
2443,15.2109,6.6223,38.8,49.5
24452,16.3426,6.4932,46.9,41.5
2446,13.3011,6.6889,30.6,59.9
24466,16.0201,6.3200,44.0,44.2
24468,17.0461,6.2395,52.6,36.1
2447,11.1655,7.1367,24.3,70.0
24471,16.8486,6.0270,48.1,39.7
24472,18.0162,6.3905,58.3,31.3
24476,17.9942,6.4181,58.2,31.5
2448,13.6448,6.6863,31.9,57.3
2450,14.6785,6.4938,36.7,52.1
24501,19.1011,6.7436,65.4,27.7
24503,19.1001,6.7491,65.4,27.8
24504,18.3065,6.7139,61.0,30.9
24505,17.1829,6.6610,53.2,36.5
2451,14.7589,6.5281,35.8,52.1
24511,15.4826,6.9617,43.0,47.6
24514,14.1434,6.8647,34.9,55.9
2453,14.8370,6.4952,36.2,52.0
2454,15.1154,6.6790,38.8,49.7
24542,15.5758,6.8850,43.1,46.9
24549,16.5996,6.4884,49.3,39.8
2455,15.3497,6.5052,40.5,48.1
2456,15.1677,6.7127,39.0,49.6
24561,16.2225,6.9046,47.6,42.4
24564,17.7881,5.9693,57.6,30.9
2457,14.9650,6.5213,37.8,51.1
2459,14.7454,6.5413,35.8,51.9
2460,14.5549,6.9907,37.1,54.1
2461,12.5323,7.3101,30.1,62.3
2462,14.8966,6.9380,38.8,52.3
2463,15.2364,6.7510,39.6,49.3
24635,18.1583,6.7658,59.9,31.9
2464,15.3674,6.6976,40.1,48.5
2465,15.1115,6.7576,39.0,50.0
24654,12.4862,6.8748,27.0,64.3
2466,15.5011,6.3432,41.3,46.8
24679,13.9804,6.1614,29.1,57.8
2469,12.9044,7.1648,28.9,63.2
24694,14.0602,6.8142,33.7,56.8
24696,17.8600,6.2445,55.2,34.4
2470,10.2611,5.9270,15.2,78.5
2471,12.2654,6.3358,23.4,68.1
2474,12.7623,6.7859,27.1,64.3
2475,11.0617,6.4111,19.7,73.7
2476,12.9094,7.0790,29.4,63.2
24770,14.3393,7.1521,37.3,54.0
2479,11.9201,6.7356,23.5,69.1
24794,14.7678,7.1497,39.8,51.0
2480,10.4511,6.2883,17.6,76.2
2481,11.3982,6.3810,20.8,71.8
24812,12.4139,7.1832,28.2,65.1
24836,15.5984,7.4335,45.1,47.0
2484,12.3475,6.9370,26.1,66.0
2485,11.2878,6.5650,21.3,71.4
2486,16.1648,6.4219,44.6,44.2
24868,7.2574,5.0650,8.1,89.8
24869,8.2265,5.6173,10.3,85.4
2489,12.5997,6.6111,25.6,65.3
24890,15.1323,7.2796,41.8,49.9
24893,16.6881,6.6357,50.5,39.5
2490,11.1827,6.5115,20.3,73.1
2491,13.0640,6.0325,25.3,64.9
24919,14.9066,6.8659,38.8,51.5
24921,17.3578,7.0096,53.3,37.9
24927,18.4643,6.8738,60.9,31.4
2494,11.9173,6.7501,23.1,69.0
2495,11.0355,6.2564,18.9,74.0
2496,11.2196,6.5784,21.2,71.6
24966,17.4690,6.8067,55.6,35.6
24992,13.0396,6.8598,29.1,60.6
25,17.0040,6.7810,51.8,38.6
25000,14.0458,6.6820,33.5,57.1
2501,10.7814,6.7900,20.7,73.3
25010,10.8579,6.6637,20.8,72.7
25039,11.2396,6.7640,22.5,70.6
25048,12.9357,6.4791,26.8,64.6
2506,12.9252,6.6738,27.2,63.6
25070,13.5670,7.3427,33.8,58.8
25071,14.1084,7.3132,36.5,54.6
25095,13.7767,7.1463,34.3,55.6
25103,16.3767,6.7285,47.1,41.6
25104,13.4150,6.9956,32.1,58.7
25105,10.8627,6.3175,19.0,74.7
2511,18.1449,6.2496,59.4,30.1
25168,12.2515,6.2397,22.6,68.1
25184,11.2968,6.5354,21.7,70.7
25194,12.3044,7.0555,27.4,65.1
25208,10.3342,6.4657,17.9,74.8
25218,11.1329,6.4656,20.8,72.0
2522,13.4476,6.9871,32.7,59.0
25232,13.3319,6.0825,27.7,58.8
25233,13.3837,5.9649,27.3,59.4
25274,13.2826,6.0605,27.1,59.1
25276,13.4642,6.3831,29.6,59.7
25293,13.9150,6.6043,32.5,57.0
25296,13.3087,6.3603,28.6,61.0
25307,7.1142,4.4267,5.6,91.5
25320,7.1648,4.4456,5.8,91.4
25332,14.7792,7.1679,38.6,51.6
25344,15.2545,7.2958,40.8,50.3
25354,13.8408,7.1456,34.1,57.6
25367,16.2117,7.1749,46.8,44.2
25377,13.8144,7.1233,33.9,57.8
25378,17.7728,6.6357,58.3,32.8
2538,16.2665,6.6392,46.2,43.2
25383,16.7441,6.5246,48.7,40.8
2539,16.4670,6.8460,47.7,42.5
25395,17.7565,6.6422,58.2,32.9
25399,16.3604,6.7679,48.1,42.4
2540,15.0565,6.5388,36.3,50.5
2542,17.0612,7.2726,53.4,38.2
2543,16.0037,6.7058,46.3,43.0
25436,14.4662,7.2933,38.9,52.5
25438,17.2980,6.6970,53.6,36.3
2544,15.2032,6.6915,39.3,49.4
2545,14.0596,7.3973,37.1,54.8
25453,15.4290,7.1000,42.1,48.1
25458,15.0025,6.9766,39.9,50.7
2546,16.6373,6.9853,50.6,40.6
2547,16.8179,7.0172,51.7,39.7
25473,14.0085,6.8483,34.2,56.2
25475,13.6986,6.0064,27.6,56.8
25478,16.2059,6.7443,46.7,43.7
2548,15.2644,7.0564,41.5,47.9
25485,13.8462,6.4571,30.8,58.7
25487,14.5932,6.7489,36.6,53.1
25494,15.9200,6.4318,43.0,43.3
2550,11.4835,6.8364,23.5,69.7
25538,17.1954,6.4834,53.6,36.1
25585,15.3752,7.0397,41.6,49.1
25604,12.3425,6.2620,23.4,67.3
25605,15.9263,7.6321,45.3,47.9
25607,14.7301,6.9161,38.0,51.5
25672,12.4149,6.4284,23.8,66.9
25673,12.7108,6.5317,26.1,64.6
25676,13.0486,6.5344,27.2,61.4
25677,13.4100,6.4885,28.7,58.5
2568,10.5177,6.1164,17.2,75.8
2571,8.9364,5.8538,12.4,83.0
25711,11.1147,6.5841,20.4,72.4
25715,12.6224,6.5329,25.6,65.3
25734,14.2020,6.9022,34.7,55.9
25735,12.7414,6.5141,26.0,64.6
25739,13.8283,6.8390,33.0,57.9
2574,18.0308,6.2869,58.7,30.0
25740,13.7989,6.8520,32.9,58.0
25741,13.6906,6.8140,32.1,58.6
25749,13.8024,6.8669,33.0,57.9
25752,13.8186,6.8292,32.9,58.0
25754,13.8159,6.8437,33.0,57.9
25755,13.8587,6.7573,32.7,57.6
25769,13.5386,6.7317,31.3,59.5
25771,13.7873,6.8540,32.9,58.0
25773,13.7896,6.8628,33.0,58.0
25775,13.6905,6.8054,32.1,58.6
25801,13.8361,6.8455,33.1,57.8
25803,13.8321,6.8350,33.0,57.9
25806,13.8434,6.8056,32.9,57.8
25809,13.7272,6.7731,32.0,58.6
25812,17.7416,6.6066,55.1,35.4
25826,15.7362,7.6214,46.4,45.0
25838,16.5101,6.7754,50.5,39.7
25839,15.8440,6.6452,44.1,45.1
25859,16.4906,6.7171,48.7,41.2
25887,14.3870,7.7067,39.0,53.9
25891,17.0026,7.2296,52.2,39.9
25897,15.4655,7.2524,42.8,49.0
25898,12.9928,6.7005,28.2,63.2
25902,16.7269,6.5454,50.0,39.0
25903,10.9694,6.0508,16.6,78.3
25904,16.2841,7.1847,47.5,44.4
25908,12.5324,6.6768,26.9,64.8
25913,9.9425,6.2785,16.4,77.7
25918,16.5803,6.8223,48.6,41.6
25919,16.4502,7.5285,50.8,42.2
2592,12.9164,6.5750,27.4,63.1
25922,11.6612,6.8082,23.5,69.2
2593,14.3178,7.4391,38.6,54.0
25945,16.9773,6.7459,51.8,38.5
25947,16.9621,6.7496,51.6,38.6
2595,20.3843,5.5696,73.7,17.6
25959,16.9782,6.7406,51.7,38.5
25961,15.6521,6.6482,43.1,46.2
2597,12.0033,6.1596,21.8,69.6
25997,14.5295,7.0786,37.2,54.1
26,19.6177,5.8571,68.6,22.6
26002,14.5463,6.7651,37.4,53.1
26024,16.6570,6.8925,49.8,41.3
26026,16.6273,6.5028,48.6,39.9
26028,12.6999,7.7078,31.3,63.2
26042,17.3308,6.8526,53.9,37.3
26045,12.8310,6.9864,28.3,62.9
26047,12.7916,7.3618,30.6,62.0
26048,12.7098,6.9034,27.2,63.8
26049,12.6788,7.2416,29.4,62.9
26050,14.6382,6.7375,36.9,53.2
26062,14.9448,7.2960,41.0,49.7
26065,14.9714,7.0491,40.0,50.2
26069,14.9298,7.0400,39.7,50.6
26074,15.2266,7.1624,41.6,49.1
26079,13.7333,7.3005,34.6,58.5
26089,12.7073,6.2667,23.6,67.4
26092,12.3455,6.3875,22.9,68.7
26118,13.9697,7.2162,34.2,57.3
26154,13.7549,6.8572,32.3,59.1
26157,14.3993,6.8198,36.5,54.6
26166,14.3857,6.9896,36.6,55.2
26168,14.1787,7.1711,36.5,55.4
26170,15.4086,6.3549,41.0,45.8
26175,12.5198,6.9969,27.0,64.7
26184,12.5813,6.3295,26.6,62.5
26198,15.4753,6.3488,41.7,45.4
26209,13.9935,7.2912,36.4,55.9
26283,11.9640,6.6402,23.7,68.7
26465,10.2064,6.3998,17.6,76.9
26471,10.2554,6.4595,18.5,75.9
265,13.6721,7.1053,33.9,57.8
26503,10.1935,6.3816,17.5,77.1
26505,7.9197,5.0305,8.4,87.9
26521,15.4053,6.9964,42.9,47.5
2658,15.2836,7.2894,42.4,48.8
26593,15.1342,6.9513,41.2,48.6
266,15.0852,6.8276,40.1,50.3
26600,15.5911,6.7382,42.8,46.5
26601,15.9592,7.0503,45.8,44.3
2663,13.6206,7.0769,32.4,59.5
26636,13.2165,6.9567,30.8,60.1
26637,15.6709,6.4189,42.5,46.0
2665,13.0171,6.5532,28.4,61.9
26653,13.7737,7.2185,35.5,55.4
26668,16.1054,6.5010,46.1,42.3
2668,12.3934,6.5922,25.4,64.8
26693,15.2030,6.9837,41.7,48.0
267,15.2226,6.8465,40.6,49.8
2670,13.5842,7.2189,33.3,59.2
2671,17.0517,6.6207,50.8,38.1
26718,14.3202,6.8695,36.6,53.7
26721,15.0181,6.5694,37.6,50.3
26740,13.1523,7.3232,32.3,60.1
26741,14.3387,6.8743,36.7,53.7
2676,15.4178,7.4114,43.0,48.6
26768,10.5598,6.7014,20.2,73.8
2677,15.5350,7.1579,43.0,47.8
26770,10.1742,6.1946,16.6,77.6
2678,17.7462,6.6827,55.6,34.0
26790,13.3436,7.3790,32.6,60.3
26793,12.7500,7.2428,29.1,64.2
26798,12.6596,7.1894,28.5,64.9
268,14.1875,7.0272,36.1,54.9
26800,12.8521,7.0286,28.9,63.4
26837,16.5646,7.2643,51.1,40.6
26838,16.4844,6.9176,48.7,42.0
2684,15.6845,6.8854,44.1,45.9
26844,15.4983,7.0744,42.1,48.5
26846,15.6192,7.1542,42.9,48.0
26848,15.6792,7.0206,42.8,47.3
26849,15.6273,7.1553,42.9,47.8
2685,15.0667,6.9834,40.8,49.5
26857,15.2394,7.0542,41.0,49.3
26858,15.7233,7.0265,43.7,46.6
26870,15.7068,7.0966,44.1,46.7
26873,15.7078,7.0407,43.6,46.6
26880,16.5713,7.2535,51.0,40.7
26882,16.5167,6.8955,48.8,41.8
26892,15.5721,7.1379,42.5,48.3
26907,16.7090,6.8427,49.9,40.5
26908,16.4922,6.9214,48.8,41.9
26939,14.0730,7.2808,36.2,55.8
2695,15.0038,6.9621,40.4,50.1
26974,16.8205,7.0501,51.0,40.3
26976,15.4705,7.4849,44.3,47.4
26997,14.2532,7.5758,38.1,54.2
27,14.9978,6.7843,38.5,51.1
27001,15.4285,6.6669,40.6,48.5
27003,15.3382,7.0692,40.4,50.3
27017,16.4068,7.3609,48.6,43.3
2702,14.6351,7.2451,38.3,53.1
27022,16.8225,7.0403,51.0,40.2
27025,15.5011,7.4553,44.4,47.4
27031,16.9255,6.2537,50.4,36.7
27033,15.6121,7.5154,46.1,46.5
2705,14.0868,7.5381,37.5,54.3
27054,17.5233,6.8204,54.8,35.6
27055,17.0735,6.8502,51.2,38.9
27057,17.5380,6.8184,54.9,35.6
27061,13.7816,6.9934,34.1,57.3
27079,17.3771,6.3724,54.9,34.6
27080,15.4690,7.1036,43.4,47.7
27083,15.6075,7.1306,44.2,47.3
27086,17.7337,6.8324,56.7,34.6
27094,12.9987,6.5832,27.0,64.7
27096,13.9291,6.6122,31.9,57.6
27104,13.2112,6.6379,28.0,63.3
27110,14.0057,6.6560,32.9,56.8
2712,10.3759,5.7899,14.7,78.0
27128,15.0974,6.9520,40.2,50.5
2713,12.6524,7.2328,30.6,62.2
27130,14.1395,6.8360,34.2,56.4
2734,11.6840,6.4738,21.6,71.7
2739,15.3341,7.3753,42.8,49.7
2740,17.0690,7.0756,53.4,38.4
2742,13.8193,6.8455,32.9,58.5
2743,14.6691,7.0141,36.5,54.5
2745,17.9832,6.9177,58.6,33.7
2747,12.7970,6.2345,26.3,63.2
2750,12.9023,6.1987,26.4,63.0
2751,13.1560,6.2637,27.9,61.4
2753,13.4794,6.7325,31.0,58.5
2754,15.2086,6.9933,40.1,51.9
2755,13.9965,7.1617,35.1,56.8
2758,11.8623,6.3087,22.5,66.4
27594,14.8762,6.8332,38.1,51.4
27633,13.2638,7.2862,32.6,59.5
27635,11.9308,6.8196,24.7,67.8
27680,13.4778,6.5733,31.5,59.0
27740,14.0749,6.8336,33.3,57.5
2797,14.1317,7.0584,35.7,56.1
2801,18.4300,6.7627,61.3,31.1
2802,18.5334,6.7671,61.9,30.7
2807,17.0161,7.2711,53.1,39.2
28082,14.1396,6.9185,34.3,56.2
28087,12.0670,7.0560,26.5,66.4
28089,14.0354,7.4767,36.1,56.1
28107,11.6867,6.9873,24.3,69.2
28109,14.0798,7.4384,36.2,56.1
2811,19.9243,5.8611,71.6,21.1
28140,14.7800,6.9770,38.1,52.3
2815,18.8184,6.2250,63.5,27.2
2819,18.7332,6.7661,63.3,29.5
2820,18.6869,6.6979,62.9,29.6
2821,19.7720,6.1560,69.1,23.0
28216,13.1983,7.7506,34.3,59.6
2822,17.7869,6.4696,57.9,32.9
28220,14.5764,6.9396,36.9,52.9
2834,13.5525,5.8157,24.0,63.1
2835,13.2113,6.8727,30.0,60.5
2838,13.4964,7.4732,33.8,58.5
2839,14.9752,7.0898,39.6,50.8
28393,15.8941,7.0766,45.3,45.4
28412,16.8039,7.1022,50.9,40.0
28422,16.8417,7.1048,50.5,40.1
2844,15.3169,6.5529,41.5,46.6
28443,12.4899,7.0879,28.6,63.8
28450,10.6129,6.5756,19.5,74.1
2846,15.7967,7.0983,45.9,45.6
28461,14.7709,7.1694,39.3,51.5
28484,14.6908,7.1857,38.9,51.9
28494,16.5271,7.1844,48.9,42.2
28507,14.6951,7.1884,38.9,51.9
28530,12.4810,7.0543,28.5,63.8
28534,10.6174,6.5706,19.5,74.0
28553,12.3387,6.9711,27.4,64.8
28554,10.6236,6.5718,19.5,74.0
28577,15.4154,6.8997,41.9,48.2
28611,16.9966,7.2230,52.8,39.5
28612,17.0550,7.1649,52.9,39.4
28624,16.8732,6.6097,47.3,40.5
28631,17.3252,6.5205,50.2,37.8
28639,16.9281,6.5588,47.3,40.4
28642,17.2835,6.5346,49.9,38.0
2865,17.4550,6.6317,54.5,35.9
28660,17.1752,7.0842,53.1,39.0
28662,16.9665,7.3065,52.9,39.4
28669,17.1792,7.0821,53.1,38.9
2867,14.9065,6.9545,38.8,51.9
28672,17.2314,7.0529,53.3,38.8
2868,13.5924,6.3438,30.1,57.7
28685,17.2094,6.5713,49.6,38.3
28688,17.1885,6.6072,49.6,38.4
28701,16.9287,7.3017,52.7,39.5
28704,16.9597,7.2556,52.8,39.5
28719,16.7730,7.2791,51.7,40.4
28722,14.8434,7.2456,40.0,51.3
28731,17.1363,7.0088,52.5,39.2
28739,17.0916,7.1979,54.1,38.0
28749,17.0555,6.6167,48.9,40.6
28751,17.0385,6.6312,48.8,40.8
28764,16.9938,7.1828,52.6,39.0
28768,16.8507,7.2259,51.9,40.2
2877,16.1025,6.8245,45.4,44.7
2878,16.0466,6.8147,45.2,44.8
2879,16.1109,6.8150,45.5,44.5
28802,16.9458,7.2980,52.8,39.6
28804,16.9463,7.3065,52.9,39.5
28814,17.2200,7.0535,53.2,38.8
28817,17.2081,7.0380,53.1,38.9
28820,14.4763,7.1328,37.1,52.7
28822,14.4792,7.1803,37.5,52.4
28847,12.2988,6.3712,23.5,66.8
28853,13.6121,7.5042,34.3,58.1
28867,12.1744,6.5687,24.9,67.0
28873,12.5897,6.5672,26.5,63.9
28884,13.8380,7.2062,34.7,56.5
28892,13.6565,7.2150,33.1,58.4
28910,14.2320,7.4443,37.2,54.7
28911,14.0629,7.5095,36.3,55.5
2892,15.9548,6.7528,45.2,44.6
2893,16.2177,6.8184,46.3,43.9
28935,14.8500,7.2647,40.2,50.3
28937,15.0166,7.2182,41.1,49.5
2894,18.8263,5.7965,61.8,25.4
28949,15.7810,7.0541,45.7,44.7
28953,14.5697,6.9476,38.0,52.0
28955,16.8399,6.4418,49.4,38.2
2896,16.0166,6.9368,46.0,44.6
28975,14.6517,7.0352,38.8,51.6
28978,15.7391,7.2032,45.2,45.7
2898,15.7629,6.8347,44.8,45.5
28987,15.5895,7.2194,45.3,46.2
2900,19.3283,5.9841,66.9,23.9
29010,15.3759,7.4220,43.5,47.9
29013,17.1417,6.9988,53.5,37.6
29034,16.9570,7.1319,53.2,38.2
29045,14.7866,6.9786,39.1,51.1
2905,18.7783,5.9243,63.9,25.9
29068,12.9631,5.9947,24.6,62.5
29073,14.9042,6.3315,38.1,48.4
29076,14.0312,6.7396,35.8,53.9
29084,14.4247,6.5179,36.7,50.4
29086,14.4145,6.4391,35.6,50.9
29090,12.6776,6.6811,28.5,62.3
29105,14.2214,6.7670,36.7,51.7
29107,15.0611,6.0663,37.7,47.4
29109,15.3674,5.9889,39.4,45.0
2911,15.7420,6.7468,44.1,46.1
29120,14.9838,6.1887,37.8,47.4
29123,14.1284,6.7207,35.7,52.1
29126,15.0722,6.0998,38.3,46.9
29132,12.2447,6.8539,27.7,63.4
29135,16.0841,5.9505,44.0,40.2
29137,15.3906,6.2936,40.7,44.3
2914,11.3130,6.2064,19.4,72.8
29156,14.9476,6.4967,39.2,47.5
29158,13.1573,6.1055,26.7,61.1
29159,15.1305,6.4830,40.4,46.4
2916,14.4576,6.8092,35.0,56.3
29179,13.2450,6.0405,27.5,58.9
29182,13.7813,6.4427,32.0,55.3
29184,14.9772,6.6671,40.4,47.0
29192,15.8683,6.9311,46.0,43.6
29196,12.7238,6.6037,27.8,62.2
29206,15.2514,6.3955,40.3,45.2
29211,13.2994,6.2830,27.1,60.9
29216,12.3460,6.2171,22.3,66.0
29219,13.5191,6.3976,28.8,59.2
2923,13.0744,6.5179,27.5,61.3
29230,14.3499,6.6380,36.3,51.8
29231,14.4832,6.5449,36.6,51.4
29235,14.5415,6.5657,37.7,49.6
29254,15.0943,6.4006,39.5,46.7
29255,13.1186,6.0726,26.2,61.7
29257,15.3875,6.5649,42.0,45.5
29262,8.1504,4.9908,8.1,87.7
29270,7.6637,4.8853,7.6,89.0
29284,8.0727,5.0913,8.4,87.3
29291,15.5927,6.9573,43.0,47.6
29292,15.5503,7.1416,44.0,47.2
29300,7.3777,4.6011,6.5,90.5
29311,14.4096,7.0510,38.3,52.5
29314,12.9263,7.1502,29.9,62.7
29321,8.0599,5.0934,8.4,87.2
29336,15.7322,6.8262,45.7,43.8
29338,15.2213,7.1419,41.0,49.5
29341,16.2477,7.0099,47.9,43.3
29342,15.4810,7.0195,42.5,48.2
29355,14.0893,7.5723,37.4,55.2
29356,16.0363,7.0204,47.9,43.4
29378,13.7899,7.3670,34.8,57.8
29380,14.7580,6.8977,38.6,51.7
29387,7.8726,5.0101,7.9,87.7
29399,7.9835,5.0000,8.0,87.8
29421,7.3696,4.6415,6.6,90.4
29424,13.1713,7.3562,31.6,61.2
29425,14.3035,7.4102,38.0,54.5
29426,15.0245,7.4553,42.0,50.3
29443,12.3842,6.4060,23.8,65.5
29444,12.2617,6.9779,26.9,64.4
29445,15.3200,7.0160,42.5,47.8
29449,14.4403,7.4967,38.9,53.3
29452,16.5632,7.1473,49.8,41.5
29458,17.1548,6.6148,52.5,37.1
29463,16.2715,7.5914,49.5,43.3
29469,16.6021,7.3499,51.2,41.0
29471,13.2683,6.8950,30.7,58.2
29474,15.9662,6.9699,46.2,43.8
29476,16.5316,7.3144,50.6,41.2
29478,17.3489,7.2380,56.1,36.1
29507,12.3234,6.8010,26.2,65.6
29508,12.7324,7.3117,29.3,64.0
29509,12.3151,7.0750,27.0,66.1
29525,13.9219,7.4110,36.0,56.2
29527,10.9743,6.2738,19.2,72.9
29529,12.3957,7.1557,28.7,64.0
29545,14.7089,7.5587,41.5,50.1
29547,16.6181,7.3572,52.2,40.0
29561,13.3060,7.2860,32.2,59.9
29562,15.1860,6.9741,41.2,48.6
29576,12.4562,6.9620,27.6,64.2
2962,13.2973,7.2823,32.9,59.5
2963,14.8799,6.8669,39.4,50.3
2964,13.0306,7.0727,30.6,60.9
29648,12.0074,6.5816,24.2,68.1
2966,13.7581,6.1768,29.2,58.9
29660,8.8173,5.5942,11.3,84.0
29661,7.9279,4.8445,7.4,89.0
29662,11.0974,7.1101,22.8,72.0
29667,16.0599,6.6531,45.5,43.6
29669,15.9906,6.6621,45.3,43.8
2967,16.1245,6.9310,46.9,43.6
29674,9.8065,5.9161,14.3,79.8
29676,11.0596,6.9271,22.3,71.5
2968,15.9197,7.2621,46.5,45.1
29681,12.1286,6.6771,24.3,67.3
29682,12.4672,6.9118,27.6,65.2
29683,13.0537,6.8297,29.2,61.9
29686,13.6340,7.6035,35.9,57.9
29691,10.8677,7.2046,22.9,72.7
2970,13.9263,6.6510,32.2,57.0
29705,12.7828,6.4635,26.6,64.6
2971,9.9334,5.9116,14.3,78.6
29715,14.7906,6.7819,40.3,49.4
29719,13.5295,7.2087,32.7,59.9
2972,11.0335,6.2487,19.2,74.0
29722,13.7783,7.1755,33.8,58.4
29723,14.6187,6.7807,39.2,50.6
29729,13.7143,7.1733,34.6,57.8
29730,13.2307,7.2447,32.6,60.3
29740,17.0093,6.6862,52.1,37.4
29741,16.9831,6.6709,51.9,37.4
29743,16.9835,6.6782,51.9,37.4
29744,14.9173,6.5707,35.4,52.8
29745,15.9440,6.6610,42.3,45.5
29746,16.0099,6.6425,42.8,45.1
29747,15.9658,6.6565,42.5,45.4
29748,15.8226,6.8386,43.5,46.0
29749,15.7939,6.8243,43.1,46.3
2975,10.7737,6.2345,17.9,72.5
29750,15.8113,6.8345,43.4,46.1
29752,15.8629,6.9838,44.5,45.5
29753,15.6458,7.0576,43.3,47.0
29754,15.8586,6.9753,44.4,45.4
29755,15.8925,7.0002,44.6,45.3
29758,15.3866,6.9299,41.4,48.1
2976,12.5038,6.5816,25.4,63.7
29762,15.4235,6.9065,41.6,48.0
29763,15.7599,6.6926,43.8,45.0
29764,15.8947,6.9960,44.7,45.3
29765,15.9026,6.9661,44.6,45.4
29767,15.1407,7.0495,39.9,50.5
29769,17.0200,6.4778,51.6,37.8
2977,15.6839,6.1493,42.6,44.6
29770,16.9732,6.4663,51.3,38.1
29771,16.9819,6.4695,51.4,38.0
29772,16.1171,6.6092,43.5,44.4
29773,16.1206,6.6248,43.6,44.2
29774,15.6803,6.6333,40.8,47.2
29775,16.0035,6.6152,42.5,45.2
29776,15.4338,6.9189,41.7,47.9
29777,15.4036,6.9106,41.3,48.2
29778,15.3964,6.9075,41.3,48.2
29779,15.4071,6.9344,41.6,47.9
29786,16.6173,6.8802,48.7,41.2
29787,16.3909,6.8642,46.9,42.7
29788,16.5689,6.8509,48.5,41.3
29793,19.0619,5.2420,65.6,22.4
29794,13.4895,5.7490,25.9,64.0
